created_at,entry_id,field1,field2,field3
2018-10-28 14:28:00 UTC,466,0.20,4.39,14698.73
2018-10-28 14:29:01 UTC,467,0.22,3.64,11563.82
2018-10-28 14:30:02 UTC,468,0.21,4.39,14887.39
2018-10-28 14:31:03 UTC,469,0.23,3.64,10734.44
2018-10-28 14:32:04 UTC,470,0.21,4.39,11346.50
2018-10-28 14:33:05 UTC,471,0.21,4.39,12785.83
2018-10-28 14:34:05 UTC,472,0.21,4.14,11339.03
2018-10-28 14:35:06 UTC,473,0.21,4.39,16421.05
2018-10-28 14:36:07 UTC,474,0.23,3.64,15829.02
2018-10-28 14:37:08 UTC,475,0.22,3.89,12552.35
2018-10-28 14:38:08 UTC,476,0.22,4.14,12649.20
2018-10-28 14:39:09 UTC,477,0.21,4.39,7335.15
2018-10-28 14:40:10 UTC,478,0.21,4.39,16538.00
2018-10-28 14:41:11 UTC,479,0.21,4.39,11129.99
2018-10-28 14:42:11 UTC,480,0.21,4.39,9421.37
2018-10-28 14:43:12 UTC,481,0.21,4.39,9159.51
2018-10-28 14:44:13 UTC,482,0.21,4.39,8846.03
2018-10-28 14:45:14 UTC,483,0.21,4.39,8237.79
2018-10-28 14:46:14 UTC,484,0.21,4.39,9011.73
2018-10-28 14:47:15 UTC,485,0.21,4.39,6447.61
2018-10-28 14:48:15 UTC,486,0.21,4.39,9599.29
2018-10-28 14:49:16 UTC,487,0.21,4.39,8308.78
2018-10-28 14:50:17 UTC,488,0.21,4.39,6499.87
2018-10-28 14:51:18 UTC,489,0.21,4.39,11876.19
2018-10-28 14:52:18 UTC,490,0.21,4.39,6787.28
2018-10-28 14:53:19 UTC,491,0.23,3.89,6999.02
2018-10-28 14:54:20 UTC,492,0.21,4.39,7693.37
2018-10-28 14:55:21 UTC,493,0.21,4.39,7158.60
2018-10-28 14:56:21 UTC,494,0.22,4.39,7261.69
2018-10-28 14:57:22 UTC,495,0.21,4.39,6763.21
2018-10-28 14:58:23 UTC,496,0.24,3.64,9009.97
2018-10-28 14:59:23 UTC,497,0.21,4.39,7264.65
2018-10-28 15:00:24 UTC,498,0.22,4.39,8872.04
2018-10-28 15:01:24 UTC,499,0.22,4.39,6312.45
2018-10-28 15:02:25 UTC,500,0.23,3.64,8172.30
2018-10-28 15:03:27 UTC,501,0.22,4.39,9054.36
2018-10-28 15:04:27 UTC,502,0.22,4.39,13408.29
2018-10-28 15:05:27 UTC,503,0.23,4.39,18073.21
2018-10-28 15:06:28 UTC,504,0.24,3.64,14797.92
2018-10-28 15:07:29 UTC,505,0.22,4.39,9152.51
2018-10-28 15:08:30 UTC,506,0.22,4.39,10878.09
2018-10-28 15:09:31 UTC,507,0.23,3.89,8065.23
2018-10-28 15:10:31 UTC,508,0.22,4.39,14381.56
2018-10-28 15:11:32 UTC,509,0.22,4.39,9663.04
2018-10-28 15:12:33 UTC,510,0.22,4.39,11425.71
2018-10-28 15:13:34 UTC,511,0.22,4.39,11388.81
2018-10-28 15:14:34 UTC,512,0.24,3.64,11826.50
2018-10-28 15:15:35 UTC,513,0.22,4.14,13348.42
2018-10-28 15:16:36 UTC,514,0.22,4.14,10947.24
2018-10-28 15:17:37 UTC,515,0.22,4.39,11121.33
2018-10-28 15:18:38 UTC,516,0.22,4.14,13715.53
2018-10-28 15:19:39 UTC,517,0.22,4.14,10899.29
2018-10-28 15:20:40 UTC,518,0.23,4.14,11117.84
2018-10-28 15:21:41 UTC,519,0.23,4.14,7492.58
2018-10-28 15:22:42 UTC,520,0.22,4.14,7815.14
2018-10-28 15:23:42 UTC,521,0.22,4.14,12099.69
2018-10-28 15:24:43 UTC,522,0.22,4.14,8777.71
2018-10-28 15:25:44 UTC,523,0.23,4.14,10719.80
2018-10-28 15:26:45 UTC,524,0.23,4.14,11241.03
2018-10-28 15:27:45 UTC,525,0.22,4.39,12581.88
2018-10-28 15:28:46 UTC,526,0.25,3.64,7792.95
2018-10-28 15:29:46 UTC,527,0.23,4.14,13638.74
2018-10-28 15:30:47 UTC,528,0.23,4.14,11433.89
2018-10-28 15:31:48 UTC,529,0.23,4.14,5786.69
2018-10-28 15:32:48 UTC,530,0.25,3.64,8023.22
2018-10-28 15:33:49 UTC,531,0.22,4.39,12634.88
2018-10-28 15:34:50 UTC,532,0.23,4.39,9083.19
2018-10-28 15:35:50 UTC,533,0.23,4.14,8829.02
2018-10-28 15:36:51 UTC,534,0.25,3.64,10512.65
2018-10-28 15:37:52 UTC,535,0.23,4.39,9538.36
2018-10-28 15:38:53 UTC,536,0.23,4.39,10809.20
2018-10-28 15:39:54 UTC,537,0.24,4.14,14148.29
2018-10-28 15:40:54 UTC,538,0.25,3.64,8740.61
2018-10-28 15:41:55 UTC,539,0.23,4.39,16363.17
2018-10-28 15:42:56 UTC,540,0.25,3.64,10347.24
2018-10-28 15:43:57 UTC,541,0.25,3.64,11150.34
2018-10-28 15:44:57 UTC,542,0.23,4.14,10115.07
2018-10-28 15:45:58 UTC,543,0.23,4.39,12994.80
2018-10-28 15:47:00 UTC,544,0.23,4.39,8817.02
2018-10-28 15:48:00 UTC,545,0.25,3.64,9925.83
2018-10-28 15:49:01 UTC,546,0.23,4.39,9524.47
2018-10-28 15:50:01 UTC,547,0.23,4.14,12521.43
2018-10-28 15:51:02 UTC,548,0.23,4.39,9337.58
2018-10-28 15:52:03 UTC,549,0.25,3.64,8838.62
2018-10-28 15:53:03 UTC,550,0.25,3.64,8581.25
2018-10-28 15:54:04 UTC,551,0.25,3.89,22451.08
2018-10-28 15:55:05 UTC,552,0.24,4.14,22396.45
2018-10-28 15:56:06 UTC,553,0.26,3.64,9340.04
2018-10-28 15:57:07 UTC,554,0.24,4.39,8030.84
2018-10-28 15:58:07 UTC,555,0.26,3.64,10394.39
2018-10-28 15:59:08 UTC,556,0.26,3.64,24048.97
2018-10-28 16:00:09 UTC,557,0.24,4.14,16165.46
2018-10-28 16:01:09 UTC,558,0.24,4.14,7978.91
2018-10-28 16:02:10 UTC,559,0.24,4.14,10033.67
2018-10-28 16:03:11 UTC,560,0.24,4.14,6266.79
2018-10-28 16:04:13 UTC,561,0.24,4.14,9867.44
2018-10-28 16:05:13 UTC,562,0.24,4.14,7675.28
2018-10-28 16:06:14 UTC,563,0.24,4.14,8833.00
2018-10-28 16:07:15 UTC,564,0.24,4.14,8343.47
2018-10-28 16:08:16 UTC,565,0.24,4.14,10100.22
2018-10-28 16:09:16 UTC,566,0.27,3.40,7795.46
2018-10-28 16:10:17 UTC,567,0.25,4.14,22847.93
2018-10-28 16:11:17 UTC,568,0.25,4.14,12131.68
2018-10-28 16:12:18 UTC,569,0.25,4.14,6137.52
2018-10-28 16:13:19 UTC,570,0.25,4.14,7139.44
2018-10-28 16:14:20 UTC,571,0.25,4.14,9800.33
2018-10-28 16:15:22 UTC,572,0.25,4.14,9471.12
2018-10-28 16:16:22 UTC,573,0.25,4.14,8195.58
2018-10-28 16:17:23 UTC,574,0.25,3.89,7505.61
2018-10-28 16:18:24 UTC,575,0.28,3.40,9818.74
2018-10-28 16:19:25 UTC,576,0.26,3.89,9100.01
2018-10-28 16:20:28 UTC,577,0.26,3.64,8566.55
2018-10-28 16:21:28 UTC,578,0.25,4.14,7644.02
2018-10-28 16:22:29 UTC,579,0.25,4.39,7578.65
2018-10-28 16:23:30 UTC,580,0.24,4.14,8674.64
2018-10-28 16:24:31 UTC,581,0.24,4.39,7015.36
2018-10-28 16:25:31 UTC,582,0.23,4.39,6770.02
2018-10-28 16:26:32 UTC,583,0.24,4.14,8033.68
2018-10-28 16:27:33 UTC,584,0.23,4.39,8809.50
2018-10-28 16:28:33 UTC,585,0.23,4.39,8208.97
2018-10-28 16:29:34 UTC,586,0.23,4.39,9739.40
2018-10-28 16:30:35 UTC,587,0.23,4.39,13880.33
2018-10-28 16:31:35 UTC,588,0.24,4.14,8167.46
2018-10-28 16:32:36 UTC,589,0.23,4.39,9340.68
2018-10-28 16:33:37 UTC,590,0.23,4.39,10799.86
2018-10-28 16:34:37 UTC,591,0.24,4.39,10108.26
2018-10-28 16:35:38 UTC,592,0.24,4.14,11982.31
2018-10-28 16:36:39 UTC,593,0.26,3.89,8609.24
2018-10-28 16:37:40 UTC,594,0.24,4.39,11544.40
2018-10-28 16:38:41 UTC,595,0.24,4.14,9814.92
2018-10-28 16:39:41 UTC,596,0.25,4.14,9756.73
2018-10-28 16:40:42 UTC,597,0.25,4.14,8837.67
2018-10-28 16:41:43 UTC,598,0.25,4.14,10084.78
2018-10-28 16:42:43 UTC,599,0.25,4.14,9919.83
2018-10-28 16:43:43 UTC,600,0.25,4.14,7400.05
2018-10-28 16:44:44 UTC,601,0.26,3.89,9531.91
2018-10-28 16:45:45 UTC,602,0.25,4.14,7976.90
2018-10-28 16:46:45 UTC,603,0.25,4.14,9097.88
2018-10-28 16:47:45 UTC,604,0.25,4.14,9193.26
2018-10-28 16:48:46 UTC,605,0.25,4.14,7207.23
2018-10-28 16:49:46 UTC,606,0.28,3.64,9840.11
2018-10-28 16:50:47 UTC,607,0.25,4.14,9082.07
2018-10-28 16:51:47 UTC,608,0.26,4.14,10310.85
2018-10-28 16:52:47 UTC,609,0.26,4.14,10338.47
2018-10-28 16:53:48 UTC,610,0.25,4.14,8491.92
2018-10-28 16:54:48 UTC,611,0.28,3.40,7080.16
2018-10-28 16:55:49 UTC,612,0.26,4.14,10381.37
2018-10-28 16:56:50 UTC,613,0.26,4.14,7620.59
2018-10-28 16:57:50 UTC,614,0.25,4.14,8733.16
2018-10-28 16:58:52 UTC,615,0.26,4.14,9046.16
2018-10-28 16:59:52 UTC,616,0.27,3.89,12628.39
2018-10-28 17:00:53 UTC,617,0.26,4.14,8027.85
2018-10-28 17:01:54 UTC,618,0.28,3.40,9035.57
2018-10-28 17:02:54 UTC,619,0.26,4.14,9329.25
2018-10-28 17:03:55 UTC,620,0.26,4.14,10630.32
2018-10-28 17:04:55 UTC,621,0.26,4.14,8745.87
2018-10-28 17:05:56 UTC,622,0.26,4.14,10611.18
2018-10-28 17:06:57 UTC,623,0.29,3.40,10191.57
2018-10-28 17:07:58 UTC,624,0.26,4.14,8161.32
2018-10-28 17:08:58 UTC,625,0.26,4.14,10105.15
2018-10-28 17:09:59 UTC,626,0.26,4.14,13686.56
2018-10-28 17:11:00 UTC,627,0.29,3.40,7617.70
2018-10-28 17:12:00 UTC,628,0.26,4.14,9877.54
2018-10-28 17:13:01 UTC,629,0.28,3.64,11406.17
2018-10-28 17:14:01 UTC,630,0.27,3.89,9379.58
2018-10-28 17:15:02 UTC,631,0.27,4.14,9735.98
2018-10-28 17:16:02 UTC,632,0.27,4.14,11743.37
2018-10-28 17:17:03 UTC,633,0.27,4.14,8103.59
2018-10-28 17:18:04 UTC,634,0.27,3.89,7351.59
2018-10-28 17:19:04 UTC,635,0.27,4.14,9013.99
2018-10-28 17:20:05 UTC,636,0.30,3.40,14870.94
2018-10-28 17:21:05 UTC,637,0.29,3.64,5855.82
2018-10-28 17:22:06 UTC,638,0.27,3.89,6167.63
2018-10-28 17:23:07 UTC,639,0.27,3.89,7640.16
2018-10-28 17:24:07 UTC,640,0.27,3.89,5175.70
2018-10-28 17:25:08 UTC,641,0.27,3.89,6083.53
2018-10-28 17:26:09 UTC,642,0.30,3.40,7520.49
2018-10-28 17:27:10 UTC,643,0.27,3.89,6763.96
2018-10-28 17:28:12 UTC,644,0.27,3.89,8328.53
2018-10-28 17:29:13 UTC,645,0.27,3.89,7948.25
2018-10-28 17:30:13 UTC,646,0.27,3.89,9692.13
2018-10-28 17:31:15 UTC,647,0.27,4.14,9160.84
2018-10-28 17:32:15 UTC,648,0.29,3.64,5618.60
2018-10-28 17:33:16 UTC,649,0.29,3.64,7185.46
2018-10-28 17:34:17 UTC,650,0.27,3.89,7525.88
2018-10-28 17:35:17 UTC,651,0.27,3.89,4961.35
2018-10-28 17:36:18 UTC,652,0.27,3.89,6987.62
2018-10-28 17:37:19 UTC,653,0.29,3.89,6666.11
2018-10-28 17:38:19 UTC,654,0.28,3.89,7354.28
2018-10-28 17:39:20 UTC,655,0.28,3.89,6534.02
2018-10-28 17:40:21 UTC,656,0.28,3.89,9568.22
2018-10-28 17:41:23 UTC,657,0.28,3.89,6587.71
2018-10-28 17:42:23 UTC,658,0.28,3.89,7499.23
2018-10-28 17:43:24 UTC,659,0.28,3.89,7024.69
2018-10-28 17:44:25 UTC,660,0.30,3.64,7409.10
2018-10-28 17:45:27 UTC,661,0.28,3.89,7085.19
2018-10-28 17:46:27 UTC,662,0.28,3.89,6450.53
2018-10-28 17:47:28 UTC,663,0.28,3.89,5178.85
2018-10-28 17:48:29 UTC,664,0.28,3.89,7282.91
2018-10-28 17:49:30 UTC,665,0.29,3.89,6493.25
2018-10-28 17:50:31 UTC,666,0.31,3.64,18406.16
2018-10-28 17:51:32 UTC,667,0.28,4.14,28315.04
2018-10-28 17:52:33 UTC,668,0.28,4.14,14160.13
2018-10-28 17:53:34 UTC,669,0.27,4.89,23002.48
2018-10-28 17:54:34 UTC,670,0.23,8.71,37726.11
2018-10-28 17:55:34 UTC,671,0.21,15.19,34567.47
2018-10-28 17:56:35 UTC,672,0.09,64.49,29145.33
2018-10-28 17:57:35 UTC,673,0.05,56.31,7835.54
2018-10-28 17:58:35 UTC,674,0.04,93.94,7849.43
2018-10-28 17:59:36 UTC,675,0.02,148.97,7891.71
2018-10-28 18:00:36 UTC,676,0.02,338.66,7283.91
2018-10-28 18:01:37 UTC,677,0.02,80.00,9352.52
2018-10-28 18:02:38 UTC,678,0.02,198.34,10489.15
2018-10-28 18:03:38 UTC,679,0.02,182.67,14871.04
2018-10-28 18:04:39 UTC,680,0.02,149.80,5389.75
2018-10-28 18:05:39 UTC,681,0.02,150.63,7691.41
2018-10-28 18:06:40 UTC,682,0.02,143.26,8061.58
2018-10-28 18:07:41 UTC,683,0.02,144.07,9784.00
2018-10-28 18:08:42 UTC,684,0.02,113.21,8580.48
2018-10-28 18:09:43 UTC,685,0.02,105.67,13320.83
2018-10-28 18:10:43 UTC,686,0.03,55.32,6310.95
2018-10-28 18:11:44 UTC,687,0.04,60.34,12042.10
2018-10-28 18:12:45 UTC,688,0.04,53.85,8294.17
2018-10-28 18:13:46 UTC,689,0.04,50.95,10493.69
2018-10-28 18:14:47 UTC,690,0.05,41.31,5916.45
2018-10-28 18:15:51 UTC,691,0.05,43.09,5669.98
2018-10-28 18:16:52 UTC,692,0.05,37.84,8805.11
2018-10-28 18:17:52 UTC,693,0.06,23.53,7856.22
2018-10-28 18:18:53 UTC,694,0.06,28.06,8640.87
2018-10-28 18:19:54 UTC,695,0.06,22.07,6500.07
2018-10-28 18:20:55 UTC,696,0.06,28.45,6644.54
2018-10-28 18:21:56 UTC,697,0.06,26.53,7311.50
2018-10-28 18:22:59 UTC,698,0.06,28.06,6223.68
2018-10-28 18:23:59 UTC,699,0.06,31.62,5483.00
2018-10-28 18:25:00 UTC,700,0.06,35.72,7360.27
2018-10-28 18:26:01 UTC,701,0.06,23.53,8590.99
2018-10-28 18:27:02 UTC,702,0.08,12.00,7971.08
2018-10-28 18:28:02 UTC,703,0.09,10.48,8454.00
2018-10-28 18:29:03 UTC,704,0.10,9.29,8370.09
2018-10-28 18:30:03 UTC,705,0.10,8.43,9076.13
2018-10-28 18:31:04 UTC,706,0.10,8.14,6161.02
2018-10-28 18:32:04 UTC,707,0.11,7.58,9155.53
2018-10-28 18:33:05 UTC,708,0.11,7.30,7634.23
2018-10-28 18:34:06 UTC,709,0.12,6.48,6073.99
2018-10-28 18:35:06 UTC,710,0.12,6.21,8199.45
2018-10-28 18:36:06 UTC,711,0.12,6.48,8920.96
2018-10-28 18:37:07 UTC,712,0.12,6.21,7603.27
2018-10-28 18:38:07 UTC,713,0.12,5.94,6736.66
2018-10-28 18:39:10 UTC,714,0.13,5.94,6639.81
2018-10-28 18:40:10 UTC,715,0.13,5.67,11367.33
2018-10-28 18:41:11 UTC,716,0.13,5.94,8604.17
2018-10-28 18:42:12 UTC,717,0.14,5.41,5998.53
2018-10-28 18:43:12 UTC,718,0.14,5.67,6729.49
2018-10-28 18:44:13 UTC,719,0.14,5.67,5485.69
2018-10-28 18:45:14 UTC,720,0.14,5.41,7525.86
2018-10-28 18:46:15 UTC,721,0.14,5.41,10752.36
2018-10-28 18:47:15 UTC,722,0.15,5.15,6821.18
